ID,FORM,SEGM,XPOSTAG
.col2.4.4,udu,udu[sheep],N
.col2.5.1,n,_(_)[_],NU
.col2.5.2,x,_[_],_
.col2.5.3,a-lum,aslum[sheep_type],N
.col2.6.1,n,_(_)[_],NU
.col2.6.2,udu,udu[sheep],N
.col2.6.3,a-lum,aslum[sheep_type],N
.col2.7.1,2(disz),2(disz)[one],NU
.col2.7.2,ud5,uzud[goat],N
.col2.7.3,4(disz),4(disz)[one],NU
.col2.7.4,masz2,masz[goat],N
.col2.8.1,ki,ki[place],N
.col2.8.2,dingir-ra-bi2-ta,Dingirrabi[1][-ak]-ta,PN.GEN.ABL
.col2.9.1,4(u),4(u)[ten],NU
.col2.9.2,5(disz),5(disz)[one],NU
.col2.9.3,u8,u[ewe],N
.col2.9.4,5(u),5(u)[ten],NU
.col2.9.5,udu,udu[sheep],N
.col2.10.1,5(disz),5(disz)[one],NU
.col2.10.2,u8,u[ewe],N
.col2.10.3,a-lum,aslum[sheep_type],N
.col2.10.4,3(disz),3(disz)[one],NU
.col2.10.5,udu,udu[sheep],N
.col2.10.6,a-lum,aslum[sheep_type],N
.col2.11.1,8(disz),8(disz)[one],NU
.col2.11.2,ud5,uzud[goat],N
.col2.11.3,2(disz),2(disz)[one],NU
.col2.11.4,masz2,masz[goat],N
.col2.12.1,ki,ki[place],N
.col2.12.2,ku-ni-ta,Kuni[1][-ak]-ta,PN.GEN.ABL
.col2.13.1,3(u),3(u)[ten],NU
.col2.13.2,1(disz),1(disz)[one],NU
.col2.13.3,u8,u[ewe],N
.col2.13.4,1(gesz2),1(gesz)[sixty],NU
.col2.13.5,8(disz),8(disz)[one],NU
.col2.13.6,udu,udu[sheep],N
.col2.14.1,2(disz),2(disz)[one],NU
.col2.14.2,u8,u[ewe],N
.col2.14.3,a-lum,aslum[sheep_type],N
.col2.15.1,1(disz),1(disz)[one],NU
.col2.15.2,udu,udu[sheep],N
.col2.15.3,a-lum,aslum[sheep_type],N
.col2.15.4,2(disz),2(disz)[one],NU
.col2.15.5,ud5,uzud[goat],N
.col2.16.1,ki,ki[place],N
.col2.16.2,u-bar-ta,Ubar[1][-ak]-ta,PN.GEN.ABL
.col2.17.1,2(u),2(u)[ten],NU
.col2.17.2,1(disz),1(disz)[one],NU
.col2.17.3,u8,u[ewe],N
.col2.17.4,1(gesz2),1(gesz)[sixty],NU
.col2.17.5,6(disz),6(disz)[one],NU
.col2.17.6,udu,udu[sheep],N
.col2.18.1,3(disz),3(disz)[one],NU
.col2.18.2,u8,u[ewe],N
.col2.18.3,a-lum,aslum[sheep_type],N
.col2.19.1,8(disz),8(disz)[one],NU
.col2.19.2,ud5,uzud[goat],N
.col2.19.3,4(disz),4(disz)[one],NU
.col2.19.4,masz2,masz[goat],N
.col2.20.1,ki,ki[place],N
.col2.20.2,dan-u2-a-ta,Danu'a[1][-ak]-ta,PN.GEN.ABL
.col2.21.1,5(u),5(u)[ten],NU
.col2.21.2,u8,u[ewe],N
.col2.21.3,4(u),4(u)[ten],NU
.col2.21.4,7(disz),7(disz)[one],NU
.col2.21.5,udu,udu[sheep],N
.col2.22.1,2(disz),2(disz)[one],NU
.col2.22.2,u8,u[ewe],N
.col2.22.3,a-lum,aslum[sheep_type],N
.col2.22.4,2(disz),2(disz)[one],NU
.col2.22.5,udu,udu[sheep],N
.col2.22.6,gukkal,gukkal[fat-tailed_sheep],N
.col2.23.1,2(disz),2(disz)[one],NU
.col2.23.2,ud5,uzud[goat],N
.col2.23.3,8(disz),8(disz)[one],NU
.col2.23.4,masz2,masz[goat],N
.col2.24.1,ki,ki[place],N
.col2.24.2,za-a-num2-ta,Zayanum[1][-ak]-ta,PN.GEN.ABL
.col2.25.1,3(u),3(u)[ten],NU
.col2.25.2,4(disz),4(disz)[one],NU
.col2.25.3,u8,u[ewe],N
.col2.25.4,1(gesz2),1(gesz)[sixty],NU
.col2.25.5,2(u),2(u)[ten],NU
.col2.25.6,8(disz),8(disz)[one],NU
.col2.25.7,udu,udu[sheep],N
.col2.26.1,4(disz),4(disz)[one],NU
.col2.26.2,u8,u[ewe],N
.col2.26.3,a-lum,aslum[sheep_type],N
.col2.27.1,2(disz),2(disz)[one],NU
.col2.27.2,ud5,uzud[goat],N
.col2.27.3,2(disz),2(disz)[one],NU
.col2.27.4,masz2,masz[goat],N
.col2.28.1,ki,ki[place],N
.col2.28.2,nu-ur2-i3-li2,Nurili[1],PN
.col2.28.3,dumu,dumu[child],N
.col2.28.4,szu-u3-a-ta,Szu'u'a[1][-ak][-ak]-ta,PN.GEN.GEN.ABL
.col2.29.1,...,_[_],_
.col2.29.2,3(u),3(u)[ten],NU
.col2.29.3,2(disz),2(disz)[one],NU
.col2.29.4,u8,u[ewe],N
.col2.29.5,1(gesz2),1(gesz)[sixty],NU
.col2.29.6,2(u),2(u)[ten],NU
.col2.29.7,udu,udu[sheep],N
.col2.30.1,...,_[_],_
.col2.30.2,8(disz),8(disz)[one],NU
.col2.30.3,masz2,masz[goat],N
.col3.1.1,ki,ki[place],N
.col3.1.2,gesz-ir-min-ra-ta,Geszirminra[1][-ak]-ta,PN.GEN.ABL
.col3.2.1,...,_[_],_
.col3.2.2,2(u),2(u)[ten],NU
.col3.2.3,6(disz),6(disz)[one],NU
.col3.2.4,u8,u[ewe],N
.col3.2.5,1(gesz2),1(gesz)[sixty],NU
.col3.2.6,1(u),1(u)[ten],NU
.col3.2.7,4(disz),4(disz)[one],NU
.col3.2.8,udu,udu[sheep],N
.col3.3.1,6(disz),6(disz)[one],NU
.col3.3.2,ud5,uzud[goat],N
.col3.3.3,4(disz),4(disz)[one],NU
.col3.3.4,masz2,masz[goat],N
.col3.4.1,ki,ki[place],N
.col3.4.2,en-um-{d}iszkur-ta,Enumiszkur[1][-ak]-ta,PN.GEN.ABL
.col3.5.1,5(u),5(u)[ten],NU
.col3.5.2,la2,la[hang][-ø],NF.V.ABS
.col3.5.3,1(disz),1(disz)[one],NU
.col3.5.4,u8,u[ewe],N
.col3.5.5,1(gesz2),1(gesz)[sixty],NU
.col3.5.6,2(u),2(u)[ten],NU
.col3.5.7,1(disz),1(disz)[one],NU
.col3.5.8,udu,udu[sheep],N
.col3.6.1,4(disz),4(disz)[one],NU
.col3.6.2,ud5,uzud[goat],N
.col3.7.1,ki,ki[place],N
.col3.7.2,e-la-ak-nu-id-ta,Elaknu'id[1][-ak]-ta,PN.GEN.ABL
.col3.8.1,4(u),4(u)[ten],NU
.col3.8.2,6(disz),6(disz)[one],NU
.col3.8.3,u8,u[ewe],N
.col3.8.4,1(gesz2),1(gesz)[sixty],NU
.col3.8.5,5(u),5(u)[ten],NU
.col3.8.6,1(disz),1(disz)[one],NU
.col3.8.7,udu,udu[sheep],N
.col3.9.1,2(disz),2(disz)[one],NU
.col3.9.2,u8,u[ewe],N
.col3.9.3,a-lum,aslum[sheep_type],N
.col3.10.1,1(disz),1(disz)[one],NU
.col3.10.2,udu,udu[sheep],N
.col3.10.3,a-lum,aslum[sheep_type],N
.col3.10.4,6(disz),6(disz)[one],NU
.col3.10.5,ud5,uzud[goat],N
.col3.11.1,ki,ki[place],N
.col3.11.2,szu-ab-ba-ta,Szu'abba[1][-ak]-ta,PN.GEN.ABL
.col3.12.1,3(u),3(u)[ten],NU
.col3.12.2,5(disz),5(disz)[one],NU
.col3.12.3,u8,u[ewe],N
.col3.12.4,1(gesz2),1(gesz)[sixty],NU
.col3.12.5,1(u),1(u)[ten],NU
.col3.12.6,1(disz),1(disz)[one],NU
.col3.12.7,udu,udu[sheep],N
.col3.13.1,1(disz),1(disz)[one],NU
.col3.13.2,u8,u[ewe],N
.col3.13.3,a-lum,aslum[sheep_type],N
.col3.14.1,1(disz),1(disz)[one],NU
.col3.14.2,udu,udu[sheep],N
.col3.14.3,a-lum,aslum[sheep_type],N
.col3.14.4,4(disz),4(disz)[one],NU
.col3.14.5,ud5,uzud[goat],N
.col3.15.1,ki,ki[place],N
.col3.15.2,dingir-ba-ni-ta,Dingirbani[1][-ak]-ta,PN.GEN.ABL
.col3.16.1,3(u),3(u)[ten],NU
.col3.16.2,1(disz),1(disz)[one],NU
.col3.16.3,u8,u[ewe],N
.col3.16.4,1(gesz2),1(gesz)[sixty],NU
.col3.16.5,2(u),2(u)[ten],NU
.col3.16.6,1(disz),1(disz)[one],NU
.col3.16.7,udu,udu[sheep],N
.col3.17.1,ki,ki[place],N
.col3.17.2,in-a-szum-ta,Inaszum[1][-ak]-ta,PN.GEN.ABL
.col3.18.1,3(u),3(u)[ten],NU
.col3.18.2,3(disz),3(disz)[one],NU
.col3.18.3,u8,u[ewe],N
.col3.18.4,1(gesz2),1(gesz)[sixty],NU
.col3.18.5,1(u),1(u)[ten],NU
.col3.18.6,7(disz),7(disz)[one],NU
.col3.18.7,udu,udu[sheep],N
.col3.19.1,1(u),1(u)[ten],NU
.col3.19.2,ud5,uzud[goat],N
.col3.20.1,ki,ki[place],N
.col3.20.2,nu-ur2-i3-li2,Nurili[1],PN
.col3.20.3,dumu,dumu[child],N
.col3.20.4,szu-u3-a-ta,Szu'u'a[1][-ak][-ak]-ta,PN.GEN.GEN.ABL
.col3.21.1,2(u),2(u)[ten],NU
.col3.21.2,6(disz),6(disz)[one],NU
.col3.21.3,u8,u[ewe],N
.col3.21.4,1(gesz2),1(gesz)[sixty],NU
.col3.21.5,3(u),3(u)[ten],NU
.col3.21.6,udu,udu[sheep],N
.col3.22.1,3(disz),3(disz)[one],NU
.col3.22.2,ud5,uzud[goat],N
.col3.22.3,4(disz),4(disz)[one],NU
.col3.22.4,masz2,masz[goat],N
.col3.23.1,ki,ki[place],N
.col3.23.2,e-la-ak-ku-ru-ba-ta,Elakkuruba[1][-ak]-ta,PN.GEN.ABL
.col3.24.1,4(u),4(u)[ten],NU
.col3.24.2,la2,la[hang][-ø],NF.V.ABS
.col3.24.3,1(disz),1(disz)[one],NU
.col3.24.4,u8,u[ewe],N
.col3.24.5,1(gesz2),1(gesz)[sixty],NU
.col3.24.6,1(u),1(u)[ten],NU
.col3.24.7,4(disz),4(disz)[one],NU
.col3.24.8,udu,udu[sheep],N
.col3.25.1,1(disz),1(disz)[one],NU
.col3.25.2,u8,u[ewe],N
.col3.25.3,a-lum,aslum[sheep_type],N
.col3.26.1,1(disz),1(disz)[one],NU
.col3.26.2,udu,udu[sheep],N
.col3.26.3,a-lum,aslum[sheep_type],N
.col3.27.1,ki,ki[place],N
.col3.27.2,{d}iszkur-illat-ta,Iszkurillat[1][-ak]-ta,PN.GEN.ABL
.col3.28.1,1(u),1(u)[ten],NU
.col3.28.2,1(disz),1(disz)[one],NU
.col3.28.3,u8,u[ewe],N
.col3.28.4,1(gesz2),1(gesz)[sixty],NU
.col3.28.5,2(disz),2(disz)[one],NU
.col3.28.6,udu,udu[sheep],N
.col3.29.1,5(disz),5(disz)[one],NU
.col3.29.2,ud5,uzud[goat],N
.col3.29.3,5(disz),5(disz)[one],NU
.col3.29.4,masz2,masz[goat],N
.col3.30.1,ki,ki[place],N
.col3.30.2,szu-{d}utu-ta,Szu'utu[1][-ak]-ta,PN.GEN.ABL
.col3.31.1,sipa,sipa[shepherd],N
.col3.31.2,masz-kan2,Maszkan[1],SN
.col3.31.3,du-du{ki}-ta,Dudu[1]-ta,SN.ABL
r.col1.1.1,...,_[_],_
r.col1.1.2,2(u),2(u)[ten],NU
r.col1.1.3,u8,u[ewe],N
r.col1.1.4,3(u),3(u)[ten],NU
r.col1.1.5,udu,udu[sheep],N
r.col1.2.1,ki,ki[place],N
r.col1.2.2,x-ma-ma-ta,_[1][-ak]-ta,PN.GEN.ABL
r.col1.3.1,3(u),3(u)[ten],NU
r.col1.3.2,2(disz),2(disz)[one],NU
r.col1.3.3,u8,u[ewe],N
r.col1.3.4,3(u),3(u)[ten],NU
r.col1.3.5,udu,udu[sheep],N
r.col1.4.1,ki,ki[place],N
r.col1.4.2,eb-ku-sza-ta,Ebkusza[1][-ak]-ta,PN.GEN.ABL
r.col1.5.1,2(u),2(u)[ten],NU
r.col1.5.2,u8,u[ewe],N
r.col1.5.3,3(u),3(u)[ten],NU
r.col1.5.4,udu,udu[sheep],N
r.col1.6.1,ki,ki[place],N
r.col1.6.2,masz-gu-la-ta,Maszgula[1][-ak]-ta,PN.GEN.ABL
r.col1.7.1,1(u),1(u)[ten],NU
r.col1.7.2,5(disz),5(disz)[one],NU
r.col1.7.3,u8,u[ewe],N
r.col1.7.4,1(u),1(u)[ten],NU
r.col1.7.5,4(disz),4(disz)[one],NU
r.col1.7.6,udu,udu[sheep],N
r.col1.8.1,ki,ki[place],N
r.col1.8.2,lugal-uszumgal-ta,Lugaluszumgal[1][-ak]-ta,PN.GEN.ABL
r.col1.9.1,4(u),4(u)[ten],NU
r.col1.9.2,u8,u[ewe],N
r.col1.9.3,5(u),5(u)[ten],NU
r.col1.9.4,udu,udu[sheep],N
r.col1.10.1,ki,ki[place],N
r.col1.10.2,ur-ba-a-ta,Urbaya[1]-ak-ta,PN.GEN.ABL
r.col1.11.1,sipa,sipa[shepherd],N
r.col1.11.2,iri-sa12-rig7{ki}-me,Irisagrig[1][-ak][-ø]-mesz,SN.GEN.ABS.COP-3-PL
r.col1.12.1,1(u),1(u)[ten],NU
r.col1.12.2,8(disz),8(disz)[one],NU
r.col1.12.3,u8,u[ewe],N
r.col1.12.4,2(u),2(u)[ten],NU
r.col1.12.5,udu,udu[sheep],N
r.col1.13.1,ki,ki[place],N
r.col1.13.2,lu2-giri17-zal-ta,Lugirizal[1][-ak]-ta,PN.GEN.ABL
r.col1.14.1,2(u),2(u)[ten],NU
r.col1.14.2,la2,la[hang][-ø],NF.V.ABS
r.col1.14.3,1(disz),1(disz)[one],NU
r.col1.14.4,u8,u[ewe],N
r.col1.14.5,3(u),3(u)[ten],NU
r.col1.14.6,udu,udu[sheep],N
r.col1.15.1,ki,ki[place],N
r.col1.15.2,da-da-ta,Dada[1][-ak]-ta,PN.GEN.ABL
r.col1.16.1,3(u),3(u)[ten],NU
r.col1.16.2,2(disz),2(disz)[one],NU
r.col1.16.3,u8,u[ewe],N
r.col1.16.4,5(u),5(u)[ten],NU
r.col1.16.5,3(disz),3(disz)[one],NU
r.col1.16.6,udu,udu[sheep],N
r.col1.17.1,ki,ki[place],N
r.col1.17.2,ur-{d}lamma-ta,Urlamma[1][-ak]-ta,PN.GEN.ABL
r.col1.18.1,1(gesz2),1(gesz)[sixty],NU
r.col1.18.2,udu,udu[sheep],N
r.col1.18.3,ki,ki[place],N
r.col1.18.4,a-bu-ni-ta,Abuni[1][-ak]-ta,PN.GEN.ABL
r.col1.19.1,sipa,sipa[shepherd],N
r.col1.19.2,masz-kan2-szabra{ki}-me,Maszkanszabra[1][-ak][-ø]-mesz,SN.GEN.ABS.COP-3-PL
r.col1.20.1,3(u),3(u)[ten],NU
r.col1.20.2,u8,u[ewe],N
r.col1.20.3,2(u),2(u)[ten],NU
r.col1.20.4,udu,udu[sheep],N
r.col1.21.1,ki,ki[place],N
r.col1.21.2,ur-{d}lamma-ta,Urlamma[1][-ak]-ta,PN.GEN.ABL
r.col1.22.1,1(u),1(u)[ten],NU
r.col1.22.2,2(disz),2(disz)[one],NU
r.col1.22.3,u8,u[ewe],N
r.col1.22.4,1(u),1(u)[ten],NU
r.col1.22.5,la2,la[hang][-ø],NF.V.ABS
r.col1.22.6,1(disz),1(disz)[one],NU
r.col1.22.7,udu,udu[sheep],N
r.col1.23.1,ki,ki[place],N
r.col1.23.2,lu2-{d}inanna-ta,Lu'inanna[1][-ak]-ta,PN.GEN.ABL
r.col1.24.1,3(u),3(u)[ten],NU
r.col1.24.2,u8,u[ewe],N
r.col1.24.3,1(u),1(u)[ten],NU
r.col1.24.4,ta,ta[unknown],N
r.col1.25.1,ki,ki[place],N
r.col1.25.2,lugal-me3-ta,Lugalme[1][-ak]-ta,PN.GEN.ABL
r.col1.26.1,1(u),1(u)[ten],NU
r.col1.26.2,6(disz),6(disz)[one],NU
r.col1.26.3,u8,u[ewe],N
r.col1.26.4,5(u),5(u)[ten],NU
r.col1.26.5,5(disz),5(disz)[one],NU
r.col1.26.6,udu,udu[sheep],N
r.col1.27.1,ki,ki[place],N
r.col1.27.2,er3-zu-dan-ta,Erzudan[1][-ak]-ta,PN.GEN.ABL
r.col1.28.1,4(u),4(u)[ten],NU
r.col1.28.2,6(disz),6(disz)[one],NU
r.col1.28.3,u8,u[ewe],N
r.col1.28.4,2(u),2(u)[ten],NU
r.col1.28.5,4(disz),4(disz)[one],NU
r.col1.28.6,udu,udu[sheep],N
r.col2.1.1,ki,ki[place],N
r.col2.1.2,lu2-...-ta,_[1][-ak]-ta,PN.GEN.ABL
r.col2.2.1,3(u),3(u)[ten],NU
r.col2.2.2,2(disz),2(disz)[one],NU
r.col2.2.3,u8,u[ewe],N
r.col2.2.4,2(u),2(u)[ten],NU
r.col2.2.5,udu,udu[sheep],N
r.col2.3.1,ki,ki[place],N
r.col2.3.2,ur-zigum-ma-ta,Urzikuma[1][-ak]-ta,PN.GEN.ABL
r.col2.4.1,1(u),1(u)[ten],NU
r.col2.4.2,5(disz),5(disz)[one],NU
r.col2.4.3,u8,u[ewe],N
r.col2.4.4,2(u),2(u)[ten],NU
r.col2.4.5,2(disz),2(disz)[one],NU
r.col2.4.6,udu,udu[sheep],N
r.col2.5.1,ki,ki[place],N
r.col2.5.2,i3-li2-e2-tu-ta,Ili'etu[1][-ak]-ta,PN.GEN.ABL
r.col2.6.1,8(disz),8(disz)[one],NU
r.col2.6.2,u8,u[ewe],N
r.col2.6.3,1(u),1(u)[ten],NU
r.col2.6.4,4(disz),4(disz)[one],NU
r.col2.6.5,udu,udu[sheep],N
r.col2.7.1,ki,ki[place],N
r.col2.7.2,la-gi-ip-ta,Lagip[1][-ak]-ta,PN.GEN.ABL
r.col2.8.1,sipa,sipa[shepherd],N
r.col2.8.2,isin2{si}{ki}-me,Isin[1][-ak][-ø]-mesz,SN.GEN.ABS.COP-3-PL
r.col2.9.1,1(u),1(u)[ten],NU
r.col2.9.2,u8,u[ewe],N
r.col2.9.3,2(u),2(u)[ten],NU
r.col2.9.4,udu,udu[sheep],N
r.col2.10.1,ki,ki[place],N
r.col2.10.2,a-da-sze-en6-ta,Adaszen[1][-ak]-ta,PN.GEN.ABL
r.col2.11.1,2(u),2(u)[ten],NU
r.col2.11.2,6(disz),6(disz)[one],NU
r.col2.11.3,u8,u[ewe],N
r.col2.11.4,4(u),4(u)[ten],NU
r.col2.11.5,1(disz),1(disz)[one],NU
r.col2.11.6,udu,udu[sheep],N
r.col2.12.1,ki,ki[place],N
r.col2.12.2,e-er-dingir-ta,E'erdingir[1][-ak]-ta,PN.GEN.ABL
r.col2.13.1,2(u),2(u)[ten],NU
r.col2.13.2,u8,u[ewe],N
r.col2.13.3,2(u),2(u)[ten],NU
r.col2.13.4,udu,udu[sheep],N
r.col2.14.1,ki,ki[place],N
r.col2.14.2,ur-{d}KA-x-ra-ta,_[1][-ak]-ta,PN.GEN.ABL
r.col2.15.1,sipa,sipa[shepherd],N
r.col2.15.2,szuruppak{ki}-me,Szuruppak[1][-ak][-ø]-mesz,SN.GEN.ABS.COP-3-PL
r.col2.16.1,2(u),2(u)[ten],NU
r.col2.16.2,3(disz),3(disz)[one],NU
r.col2.16.3,u8,u[ewe],N
r.col2.16.4,4(u),4(u)[ten],NU
r.col2.16.5,1(disz),1(disz)[one],NU
r.col2.16.6,udu,udu[sheep],N
r.col2.17.1,ki,ki[place],N
r.col2.17.2,ur-e2-an-na-ta,Ure'anna[1][-ak]-ta,PN.GEN.ABL
r.col2.18.1,2(u),2(u)[ten],NU
r.col2.18.2,u8,u[ewe],N
r.col2.18.3,3(u),3(u)[ten],NU
r.col2.18.4,la2,la[hang][-ø],NF.V.ABS
r.col2.18.5,1(disz),1(disz)[one],NU
r.col2.18.6,udu,udu[sheep],N
r.col2.19.1,ki,ki[place],N
r.col2.19.2,ur-e2-nun-na-ta,Urenuna[1][-ak]-ta,PN.GEN.ABL
r.col2.20.1,8(disz),8(disz)[one],NU
r.col2.20.2,u8,u[ewe],N
r.col2.20.3,7(disz),7(disz)[one],NU
r.col2.20.4,udu,udu[sheep],N
r.col2.21.1,ki,ki[place],N
r.col2.21.2,er3-re-eb-ta,Erreb[1][-ak]-ta,PN.GEN.ABL
r.col2.22.1,sipa,sipa[shepherd],N
r.col2.22.2,umma{ki}-me,Umma[1][-ak][-ø]-mesz,SN.GEN.ABS.COP-3-PL
r.col2.23.1,1(u),1(u)[ten],NU
r.col2.23.2,u8,u[ewe],N
r.col2.23.3,2(u),2(u)[ten],NU
r.col2.23.4,udu,udu[sheep],N
r.col2.24.1,ki,ki[place],N
r.col2.24.2,i3-li2-a-hum-ta,Ili'ahum[1][-ak]-ta,PN.GEN.ABL
r.col2.25.1,1(u),1(u)[ten],NU
r.col2.25.2,u8,u[ewe],N
r.col2.25.3,2(u),2(u)[ten],NU
r.col2.25.4,udu,udu[sheep],N
r.col2.26.1,ki,ki[place],N
r.col2.26.2,szu-i3-li2-szu-ta,Szu'iliszu[1][-ak]-ta,PN.GEN.ABL
r.col2.27.1,x,_[_],_
r.col2.27.2,u8,u[ewe],N
r.col2.27.3,1(u),1(u)[ten],NU
r.col2.27.4,udu,udu[sheep],N
r.col2.28.1,ki,ki[place],N
r.col2.28.2,x-x-al-ta,_[1][-ak]-ta,PN.GEN.ABL
r.col3.1.1,sipa,sipa[shepherd],N
r.col3.1.2,x-x{ki}-me,_[1][-ak][-ø]-mesz,SN.GEN.ABS.COP-3-PL
r.col3.2.1,szunigin,szunigin[total],N
r.col3.2.2,2(gesz'u),2(gesz'u)[six_hundred],NU
r.col3.2.3,3(gesz2),3(gesz)[sixty],NU
r.col3.2.4,2(u),2(u)[ten],NU
r.col3.2.5,2(disz),2(disz)[one],NU
r.col3.2.6,u8,u[ewe][-ø],N.ABS
r.col3.2.7,ba-usz2,ba-ug[die][-esz],MID.V.PL.3-PL-S
r.col3.3.1,szunigin,szunigin[total],N
r.col3.3.2,3(gesz'u),3(gesz'u)[six_hundred],NU
r.col3.3.3,7(gesz2),7(gesz)[sixty],NU
r.col3.3.4,5(u),5(u)[ten],NU
r.col3.3.5,udu,udu[sheep][-ø],N.ABS
r.col3.3.6,ba-usz2,ba-ug[die][-esz],MID.V.PL.3-PL-S
r.col3.4.1,szunigin,szunigin[total],N
r.col3.4.2,...,_[_],_
r.col3.4.3,1(gesz'u),1(gesz'u)[six_hundred],NU
r.col3.4.4,7(gesz2),7(gesz)[sixty],NU
r.col3.4.5,u8,u[ewe],N
r.col3.4.6,a-lum,aslum[sheep_type][-ø],N.ABS
r.col3.4.7,ba-usz2,ba-ug[die][-esz],MID.V.PL.3-PL-S
r.col3.5.1,szunigin,szunigin[total],N
r.col3.5.2,...,_[_],_
r.col3.5.3,8(gesz2),8(gesz2)[sixty],NU
r.col3.5.4,udu,udu[sheep],N
r.col3.5.5,a-lum,aslum[sheep_type][-ø],N.ABS
r.col3.5.6,ba-usz2,ba-ug[die][-esz],MID.V.PL.3-PL-S
r.col3.6.1,szunigin,szunigin[total],N
r.col3.6.2,...,_[_],_
r.col3.6.3,1(gesz2),1(gesz)[sixty],NU
r.col3.6.4,udu,udu[sheep],N
r.col3.6.5,gukkal,gukkal[fat-tailed_sheep][-ø],N.ABS
r.col3.6.6,ba-usz2,ba-usz[die][-ø],MID.V.3-SG-S
r.col3.7.1,szunigin,szunigin[total],N
r.col3.7.2,...,_[_],_
r.col3.7.3,1(gesz2),1(gesz)[sixty],NU
r.col3.7.4,2(u),2(u)[ten],NU
r.col3.7.5,3(disz),3(disz)[one],NU
r.col3.7.6,ud5,uzud[goat][-ø],N.ABS
r.col3.7.7,ba-usz2,ba-ug[die][-esz],MID.V.PL.3-PL-S
r.col3.8.1,szunigin,szunigin[total],N
r.col3.8.2,...,_[_],_
r.col3.8.3,1(gesz2),1(gesz)[sixty],NU
r.col3.8.4,3(disz),3(disz)[one],NU
r.col3.8.5,masz2-nita2,masznita[male_goat][-ø],N.ABS
r.col3.8.6,ba-usz2,ba-ug[die][-esz],MID.V.PL.3-PL-S
r.col3.9.1,...,_[_],_
r.col3.9.2,ba-usz2,ba-usz[die][-ø],MID.V.3-SG-S
r.col3.10.1,...,_[_],_
r.col3.10.2,x-NE-ta,_[_]-ta,_.ABL
r.col3.11.1,e2-kiszib3-ba-sze3,ekiszibak[storeroom]-sze,N.TERM
r.col3.12.1,...-ra-an-ka,_[_],_
r.col3.13.1,...-szi-ti,_[_],_
r.col3.14.1,...,_[_],_
r.col3.14.2,{d}szul-gi-zi-mu,Szulgirzimu[1],PN
r.col3.15.1,...-ti,_[_],_
r.col3.15.2,er3-ra-...,_[_],_
r.col3.15.3,dub-sar,dubsar[scribe],N
r.col3.16.1,...,_[_],_
r.col3.16.2,la2,la[hang][-ø],NF.V.ABS
r.col3.16.3,1(disz),1(disz)[one],NU
r.col3.16.4,...,_[_],_
o.1.1,2(asz),2(asz)[one],NU
o.1.2,2(barig),2(bariga)[unit],N
o.1.3,sze,sze[barley],N
o.1.4,gur,gur[unit],N
o.1.5,lugal,lugal[king][-ak],N.GEN
o.2.1,szu-er3-ra,Szu'era[1][-ra],PN.DAT-H
o.3.1,usz2,usz[dead][-ø],NF.V.ABS
o.3.2,igi-sa6-sa6,Igisasa[1],PN
o.4.1,2(asz),2(asz)[one],NU
o.4.2,2(barig),2(bariga)[unit],N
o.4.3,ur-pu2-x,_[1][-ra],PN.DAT-H
o.5.1,2(asz),2(asz)[one],NU
o.5.2,2(barig),2(bariga)[unit],N
o.5.3,szu-gu-...,_[1][-ra],PN.DAT-H
o.6.1,2(asz),2(asz)[one],NU
o.6.2,2(barig),2(bariga)[unit],N
o.6.3,szesz-kal-la,Szeszkala[1][-ra],PN.DAT-H
o.7.1,4(disz),4(disz)[one],NU
o.7.2,nagar-me,nagar[carpenter][-ø]-mesz,N.ABS.COP-3-PL
o.8.1,1(asz),1(asz)[one],NU
o.8.2,1(barig),1(bariga)[unit],N
o.8.3,ki-tusz-lu2,Kituszlu[1][-ra],PN.DAT-H
o.9.1,1(asz),1(asz)[one],NU
o.9.2,1(barig),1(bariga)[unit],N
o.9.3,ur-gu2-edin-na,Urgu'edina[1],PN
o.10.1,giri3-se3-ga,girsiga[attendant],N
o.10.2,{gesz}kiri6,kiri[orchard],N
o.10.3,szu-nu-kusz2,Szunukusz[1][-ak][-ak][-ra],PN.GEN.GEN.DAT-H
o.11.1,2(asz),2(asz)[one],NU
o.11.2,2(barig),2(bariga)[unit],N
o.11.3,zu-zu-a,Zuzu'a[1][-ra],PN.DAT-H
o.12.1,2(asz),2(asz)[one],NU
o.12.2,2(barig),2(bariga)[unit],N
o.12.3,ur-{d}suen,Ursuen[1][-ra],PN.DAT-H
o.13.1,2(asz),2(asz)[one],NU
o.13.2,2(barig),2(bariga)[unit],N
o.13.3,ba-ha-an-sze-er,Bahanszer[1],PN
o.14.1,gu2-ra-ti-ir,Guratir[1][-ra],PN.DAT-H
o.15.1,sze-ba,szeba[ration],N
o.15.2,iti-da,itud[worker_category],N
o.15.3,a-bala,abala[hire][-a][-ak],NF.V.PT.GEN
r.1.1,2(asz),2(asz)[one],NU
r.1.2,2(barig),2(bariga)[unit][-ø],N.ABS
r.1.3,{d}szara2-a-mu,Szara'amu[1],PN
r.2.1,dumu,dumu[child],N
r.2.2,za3-ge,Zage[1],PN
r.2.3,usz-bar,uszbar[weaver][-ak][-ra],N.GEN.DAT-H
r.3.1,2(asz),2(asz)[one],NU
r.3.2,2(barig),2(bariga)[unit][-ø],N.ABS
r.3.3,a-da-ga,Adaga[1],PN
r.4.1,dumu,dumu[child],N
